 54.4965344388,-2.8656809963,774.48,2016-06-05 06:23:08
 54.4961757772,-2.8656189702,780.73,2016-06-05 06:23:38
 54.4959907886,-2.8655704390,784.09,2016-06-05 06:24:08
 54.4956747070,-2.8654622287,789.86,2016-06-05 06:24:38
 54.4953254331,-2.8655400965,794.67,2016-06-05 06:25:08
 54.4947241154,-2.8655653261,798.51,2016-06-05 06:25:38
 54.4942229614,-2.8656998556,801.40,2016-06-05 06:26:08
 54.4937344640,-2.8658925556,806.20,2016-06-05 06:26:38
 54.4931907300,-2.8660751972,809.57,2016-06-05 06:27:08
 54.4926615804,-2.8663321864,814.85,2016-06-05 06:27:38
 54.4920277409,-2.8667034209,819.18,2016-06-05 06:28:08
 54.4908612315,-2.8671514336,816.78,2016-06-05 06:28:38
 54.4892238267,-2.8674253542,808.13,2016-06-05 06:29:08
 54.4873385690,-2.8689905908,792.26,2016-06-05 06:29:38
 54.4852325320,-2.8709495254,769.67,2016-06-05 06:30:08
 54.4835983962,-2.8726568352,755.73,2016-06-05 06:30:38
 54.4823659211,-2.8745494690,751.89,2016-06-05 06:31:08
 54.4820163958,-2.8757248633,757.66,2016-06-05 06:31:38
 54.4819146395,-2.8763036337,763.90,2016-06-05 06:32:08
 54.4819741510,-2.8769948054,769.19,2016-06-05 06:32:38
